"pnr","preis"
"3809408247","0.00"
"3928885030","0.00"
"3928885057","0.00"
"3570128539","0.00"
"3440102092","0.00"
"3440102033","0.00"
"3440102041","0.00"
"344010205X","0.00"
"3440102076","0.00"
"3440102084","0.00"
"3831520186","0.00"
"3522166108","0.00"
"3789142336","0.00"
"3789119520","0.00"
"3789119547","0.00"
"3789142107","0.00"
"3788602953","0.00"
"3788604107","0.00"
"3831520666","0.00"
"377072822X","0.00"
"3770728505","0.00"
"3938276010","0.00"
"3401055712","0.00"
"3401054457","0.00"
"3442545811","0.00"
"344254579X","0.00"
"3442545870","0.00"
"3442545889","0.00"
"3473561231","0.00"
"3473522899","0.00"
"3833930128","0.00"
"3833930136","0.00"
"3473530298","0.00"
"3473530190","0.00"
"3499202166","0.00"
"3788602465","0.00"
"3788602414","0.00"
"3788602562","0.00"
"3822846457","0.00"
"3423706732","0.00"
"3423706341","0.00"
"3551552851","0.00"
"3551552835","0.00"
"355155286X","0.00"
"3551552878","0.00"
"3446203443","0.00"
"3570215075","0.00"
"3866040113","0.00"
"3821225602","0.00"
"3890822576","0.00"
"B00000I9W2","0.00"
"B0000035LN","0.00"
"B00005PJJE","0.00"
"377251796X","0.00"
"3821229292","0.00"
"3821229268","0.00"
"3833934824","0.00"
"3442416647","0.00"
"3170189263","0.00"
"3473347523","0.00"
"3473347515","0.00"
"3473347531","0.00"
"3785530412","0.00"
"3596800064","0.00"
"3785530471","0.00"
"3522177746","0.00"
"3446206027","0.00"
"3789131598","0.00"
"3570129209","0.00"
"3442545870","0.00"
"3788602562","0.00"
"3788602465","0.00"
"3442336805","0.00"
"3442339006","0.00"
"3468266251","0.00"
"346821507X","0.00"
"3468215134","0.00"
"3782207343","0.00"
"3453131711","0.00"
"3440099520","0.00"
"3788602481","0.00"
"B00008MLSH","0.00"
"B0002QXS6K","0.00"
"3468839286","0.00"
"3190041954","0.00"
"B000031W7Q","0.00"
"B0000258L4","0.00"
"B00006HATR","0.00"
"B0000258L4","0.00"
"B00004STZB","0.00"
"B00009Y30Z","0.00"
"B000003G6Q","0.00"
"B00000I9LV","0.00"
"B0000E5SLF","0.00"
"B000026DMC","0.00"
"B00005B5MC","0.00"
"B00005J7DB","0.00"
"B00008Y4QR","0.00"
"B0000014H5","0.00"
"B00006589U","0.00"
"B0001CTKD0","0.00"
"B0006M4RMY","0.00"
"B0002ONBJ6","0.00"
"B000000SCT","0.00"
"B000005EB0","0.00"
"B00000I9W2","0.00"
"B00005PJJE","0.00"
"B0002H245A","0.00"
"B0002K70BA","0.00"
"B00008MLSH","0.00"
"B00006RJ22","0.00"
"B0000E39MD","0.00"
"B0000TI3RS","0.00"
"B0000258L4","0.00"
"B000031W6H","0.00"
"B000276K4Q","0.00"
"B000002RSX","0.00"
"B00004YA0K","0.00"
"B00002628D","0.00"
"B000025OBV","0.00"
"B0000247PV","0.00"
"B000059LOL","0.00"
"B00000E6PD","0.00"
"B0000B1JWE","0.00"
"B0000014HN","0.00"
"B0001WGDX0","0.00"
"B000095IUM","0.00"
"B0000CNTLU","0.00"
"B0000262I8","0.00"
"B00006GOCT","0.00"
"B000028DL4","0.00"
"B000023Z0S","0.00"
"B00004STZB","0.00"
"B000654OVA","0.00"
"B0000247Q5","0.00"
"B000024MAQ","0.00"
"B000026F1P","0.00"
"B0000270EO","0.00"
"B0000A01L7","0.00"
"B000000SC2","0.00"
"B00004YSFQ","0.00"
"B0002QXS6U","0.00"
"B000025O8I","0.00"
"B00004TTIJ","0.00"
"B00000DBVG","0.00"
"B00004XR5E","0.00"
"B0000263B9","0.00"
"B0000014HE","0.00"
"B000024I89","0.00"
"B00004YMM4","0.00"
"B00005B5MC","0.00"
"B00002470R","0.00"
"B0000265PK","0.00"
"B000026I2V","0.00"
"B0002TB5V2","0.00"
"B00005RCIV","0.00"
"B00009VHA2","0.00"
"B0000C9V3K","0.00"
"B000025T0Z","0.00"
"B000025GK0","0.00"
"B000025OBV","0.00"
"B00008PW4A","0.00"
"B000025802","0.00"
"B00007B6WD","0.00"
"B00004LN02","0.00"
"B00002DGW7","0.00"
"B000095J89","0.00"
"B000025OWS","0.00"
"B00005KBE5","0.00"
"B000025GJM","0.00"
"B000026F1P","0.00"
"B0000247Q5","0.00"
"B000024MAQ","0.00"
"B0000270EO","0.00"
"B00002DGTA","0.00"
"B000083GOJ","0.00"
"B000026EGR","0.00"
"B0000075AO","0.00"
"B0000247K8","0.00"
"B00004SX3C","0.00"
"B00000416O","0.00"
"B00002DF2O","0.00"
"B00000C2KM","0.00"
"B000025802","0.00"
"B000063X5K","0.00"
"B00008PW4A","0.00"
"B00002DGVQ","0.00"
"B000006NAS","0.00"
"B00006AWLW","0.00"
"B00004U8FD","0.00"
"B0000A9DZV","0.00"
"B000024I89","0.00"
"B00005A797","0.00"
"B0002YC642","0.00"
"B00002DGBP","0.00"
"B00000K2F3","0.00"
"B0000247Q2","0.00"
"B000001WVC","0.00"
"B00008PW4A","0.00"
"B00000K2F3","0.00"
"B000003GAU","0.00"
"B00004YMM3","0.00"
"B00005NZOO","0.00"
"B00020Q386","0.00"
"B000026B70","0.00"
"B000024AZB","0.00"
"B000026UHV","0.00"
"B0002IVMIO","0.00"
"B0002VENP0","0.00"
"B00009KV0W","0.00"
"B000094HLE","0.00"
"B000295TXC","0.00"
"B00006AWLW","0.00"
"B00002DGVQ","0.00"
"B0006M4RMY","0.00"
"B00000IIXM","0.00"
"B000023ZZK","0.00"
"B00005UOVD","0.00"
"B0006TN9G2","0.00"
"B0000041KV","0.00"
"B000025HGV","0.00"
"B0000AKOWN","0.00"
"B000003G6Q","0.00"
"B00000I9LV","0.00"
"B0000E5SLF","0.00"
"B0007XT3G2","0.00"
"B0000258L4","0.00"
"B00004T99L","0.00"
"B000066JMR","0.00"
"B000024FD2","0.00"
"B0002QXS6K","0.00"
"B0000245XY","0.00"
"B00000J2PZ","0.00"
"B000007RQN","0.00"
"B0000942LM","0.00"
"B000295TXC","0.00"
"B000005EB0","0.00"
"B00000I9W2","0.00"
"B000003CZD","0.00"
"B000059QW8","0.00"
"B0000265PK","0.00"
"B00002470R","0.00"
"B000026I2V","0.00"
"B00005RRY1","0.00"
"B0000206A4","0.00"
"B00028F85W","0.00"
"B0000075AO","0.00"
"B000026EGR","0.00"
"B00004SX3C","0.00"
"B00005UW50","0.00"
"B00000E2TC","0.00"
"B000026OW3","0.00"
"B000026FKV","0.00"
"B000174LU2","0.00"
"B00004WER4","0.00"
"B000031WBV","0.00"
"B000031WBU","0.00"
"B00005KK4M","0.00"
"B000060O5B","0.00"
"B0000245XY","0.00"
"B00008CLJK","0.00"
"B0002QXS6K","0.00"
"B000062V2N","0.00"
"B0000258L4","0.00"
"B00004STZB","0.00"
"B00005QW37","0.00"
"B000025GLV","0.00"
"B000025DBU","0.00"
"B0000262IR","0.00"
"B000025I51","0.00"
"B0000262I8","0.00"
"B000031WBU","0.00"
"B000031WBV","0.00"
"B000025DBU","0.00"
"B000025GLV","0.00"
"B0000262IR","0.00"
"B000026F9W","0.00"
"B0000014HX","0.00"
"B000003FD2","0.00"
"B00006LA5V","0.00"
"B000088DTD","0.00"
"B00004T2PT","0.00"
"B000056EVN","0.00"
"B00005NUPP","0.00"
"B0007CEXAO","0.00"
"B0001ZA2IE","0.00"
"B00002494M","0.00"
"B0000646Z1","0.00"
"B0002IPZ78","0.00"
"B000031WYN","0.00"
"B00022GHR6","0.00"
"B0000245HJ","0.00"
"B0000262IR","0.00"
"B000025DBU","0.00"
"B000025GLV","0.00"
"B0002XV2XO","0.00"
"B00004WIID","0.00"
"B000295TXC","0.00"
"B000000SBV","0.00"
"B00009VHA2","0.00"
"B00005RCIV","0.00"
"B0000C9V3K","0.00"
"B0002TB5V2","0.00"
"B0000241WM","0.00"
"B000083GOF","0.00"
"B000028AE6","0.00"
"B00005UOKT","0.00"
"B0009W4M4E","0.00"
"B000026EM7","0.00"
"B0000012XQ","0.00"
"B000024ZEK","0.00"
"B000001G4R","0.00"
"B0006B96BW","0.00"
"B00004WER3","0.00"
"B000025FHD","0.00"
"B00006RJ22","0.00"
"B0000E39MD","0.00"
"B000031WYO","0.00"
"B0002E4ABY","0.00"
"B0000246DI","0.00"
"B00009V91I","0.00"
"B00000142W","0.00"
"B0000247Q5","0.00"
"B000024MAQ","0.00"
"B0000270EO","0.00"
"B0002SZVUY","0.00"
"B00063IWUG","0.00"
"B0000012YO","0.00"
"B000001GQY","0.00"
"B00005IA25","0.00"
"B00002755X","0.00"
"B00004XT26","0.00"
"B0000VAW5M","0.00"
"B00002429Y","0.00"
"B000026CLF","0.00"
"B0000A01J6","0.00"
"B00021LQ6Y","0.00"
"B0007LPJSK","0.00"
"B000024MDB","0.00"
"B000023XZS","0.00"
"B000024767","0.00"
"B000023Y57","0.00"
"B000024KJF","0.00"
"B00004R7UX","0.00"
"B000025OGC","0.00"
"B0000B1JWG","0.00"
"B000026DMC","0.00"
"B0000E3HM3","0.00"
"B00005OM7W","0.00"
"B0007WQHVC","0.00"
"B000024VGW","0.00"
"B00005UW4P","0.00"
"B00005ONP2","0.00"
"B00008RWRI","0.00"
"B00000IWWM","0.00"
"B0000AYLLY","0.00"
"B000000SP2","0.00"
"B0002JZ2BQ","0.00"
"B00005UNXF","0.00"
"B0000665Z8","0.00"
"B0000260UL","0.00"
"B0000261KA","0.00"
"B00009OOJT","0.00"
"B0000267S4","0.00"
"B000002SKH","0.00"
"B0000206AN","0.00"
"B000038I7W","0.00"
"B000023XE7","0.00"
"B0009WFFS6","0.00"
"B0002Y4T92","0.00"
"B000A14OT2","0.00"
"B000AM6N9U","0.00"
"B0001WGDXA","0.00"
"B000026BOM","0.00"
"B000025U60","0.00"
"B000025U5T","0.00"
"B0000268OI","0.00"
"B000026F1O","0.00"
"B0000262WV","0.00"
"B00005B5MC","0.00"
"B0000A9DZV","0.00"
"B0009A4200","0.00"
"B000024255","0.00"
"B0002XDOG2","0.00"
"B00006L3S5","0.00"
"B000027ETF","0.00"
"B0006IGQ72","0.00"
"B000024XZ5","0.00"
"B0000242X1","0.00"
"B000023ZLW","0.00"
"B0000012XC","0.00"
"B00005KK4M","0.00"
"B0002HTZKW","0.00"
"B00009N2LD","0.00"
"B0009W4M3U","0.00"
"B00006K06W","0.00"
"B00076OMW4","0.00"
"B000028CTM","0.00"
"B000028AE6","0.00"
"B000025G1R","0.00"
"B00002600H","0.00"
"B0002XV2XO","0.00"
"B00000IWWM","0.00"
"B000001G7Y","0.00"
"B00008RWRI","0.00"
"B0000AYLLY","0.00"
"B0000C8XJ9","0.00"
"B000023Z37","0.00"
"B0002TKFS6","0.00"
"B00005A8D2","0.00"
"B00005T7AQ","0.00"
"B000068RQ5","0.00"
"B00008AWUZ","0.00"
"B0007QS1VW","0.00"
"B00069KFJQ","0.00"
"B000A7KJP4","0.00"
"B000AYQJ38","0.00"
"B000BGIAY6","0.00"
"B0002LDMF2","0.00"
"B0002VF5B6","0.00"
"B0002VF5D4","0.00"
"B00069KFJQ","0.00"
"B000BS6XZW","0.00"
"B0000A9ZUQ","0.00"
"B0000E3HLD","0.00"
"B000621P4W","0.00"
"B000679QJ8","0.00"
"B0000505HK","0.00"
"B00005T7AQ","0.00"
"B000068RQ5","0.00"
"B00013YWH8","0.00"
"B0002UUO9K","0.00"
"B00061S0K0","0.00"
"B000621OL6","0.00"
"B000AXSN6U","0.00"
"B000B7G04C","0.00"
"B000BGIAY6","0.00"
"B000BW9BZW","0.00"
"B00004R775","0.00"
"B00004YVUX","0.00"
"B00006RYOL","0.00"
"B0000E5SLB","0.00"
"B00009LW5L","0.00"
"B0000505HM","0.00"
"B000065TWQ","0.00"
"B00006IU5S","0.00"
"B0000DB56Q","0.00"
"B00061S0K0","0.00"
"B000050ADO","0.00"
"B00007FOO0","0.00"
"B000094HLU","0.00"
"B00004RYZT","0.00"
"B00012BCW2","0.00"
"B0000902HD","0.00"
"B0000CDNR8","0.00"
"B00005N96K","0.00"
"B00005RD3W","0.00"
"B0007DDPWU","0.00"
"B000BKHF9I","0.00"
"B000BU2DC2","0.00"
"B000BL1PV6","0.00"
"B0009VJVJG","0.00"
"B000BS6Y2E","0.00"
"B0009U55X8","0.00"
"B000A6C23W","0.00"
"B0000DK4ON","0.00"
"B0000DK4OO","0.00"
"B000A6C246","0.00"
"B000A6C24G","0.00"
"B000A6C24Q","0.00"
"B0006H2VCM","0.00"
"B0000CGP44","0.00"
"B000BUNYWA","0.00"
"B000BUNYWK","0.00"
"B000BUNYXE","0.00"
"B000A6C24G","0.00"
"B0000DK4ON","0.00"
"B0000DK4OO","0.00"
"B000A6C23W","0.00"
"B000A6C246","0.00"
"B000A6C24Q","0.00"
"B000266WYK","0.00"
"B0000D7ZE8","0.00"
"B0000CGV49","0.00"
"B000BSNH1U","0.00"
"B000C1YLRA","0.00"
"B0007W22M0","0.00"
"B0007X9T5M","0.00"
"B0009HL8EQ","0.00"
"B000620NAY","0.00"
"B00062ICU2","0.00"
"B0000A1H3Y","0.00"
"B0000DK4ON","0.00"
"B0000DK4OO","0.00"
"B000A6C23W","0.00"
"B000A6C24G","0.00"
"B000A6C24Q","0.00"
"B0002VF6AG","0.00"
"B00007BHME","0.00"
"B0000CAPXD","0.00"
"B000A32WEO","0.00"
"B0009JOPDU","0.00"
"B000063TE2","0.00"
"B00004R78O","0.00"
"B00006ALCH","0.00"
"B0002I8UCA","0.00"
"B0002Y4T92","0.00"
"B0000CGCXP","0.00"
"B0002N7I7S","0.00"
"B0009WFFS6","0.00"
"B000A14OT2","0.00"
"B000A14OT2","0.00"
"B00067OLN4","0.00"
"B0000CDNR8","0.00"
"B00012BCW2","0.00"
"B000B8T296","0.00"
"B00005R7UI","0.00"
"B00008S7KC","0.00"
"B0007QS1VW","0.00"
"B000B9PW6M","0.00"
"B0002CPF74","0.00"
"B000640PO6","0.00"
"B0006N20RC","0.00"
"B0007QS1YO","0.00"
"B000BYVJS2","0.00"
"B000B6TQQ2","0.00"
"B000C5RRQI","0.00"
"B000C5RRQS","0.00"
"B000266XCQ","0.00"
"B00005NJJ9","0.00"
"B000266XCG","0.00"
"B00004S5QR","0.00"
"B0001NNLQ6","0.00"
"B0000SZLJ2","0.00"
"B00005N96K","0.00"
"B0007DDPWK","0.00"
"B0007DDPWU","0.00"
"B000B9TVDW","0.00"
"B0006ICFI6","0.00"
"B000CCB13G","0.00"
"B000621P4W","0.00"
"B00008W42Z","0.00"
"B0002YCY8K","0.00"
"B000621OL6","0.00"
"B000679QJ8","0.00"
"B000AYQJ38","0.00"
"B000936H82","0.00"
"B0000577C9","0.00"
"B0002LDMFM","0.00"
"B00063F7OK","0.00"
"B0006391OW","0.00"
"B00005U8E6","0.00"
"B0000C6IW5","0.00"
"B00004UF0X","0.00"
"B0000CAWBD","0.00"
"B0000CAWBE","0.00"
"B0002YCY8K","0.00"
"B00004CZPF","0.00"
"B000679QJ8","0.00"
"B00069KFJQ","0.00"
"B000B5KEDM","0.00"
"B0002LDMF2","0.00"
"B000ATJYZ8","0.00"
"B0000DK4OO","0.00"
"B000A6C23W","0.00"
"B000A6C246","0.00"
"B000A6C24G","0.00"
"B000B9PUY6","0.00"
"B00003JA0U","0.00"
"B00005J6SK","0.00"
"B0001OGUJA","0.00"
"B000620NB8","0.00"
"B000053ZRR","0.00"
"B0001CVJ3O","0.00"
"B0009V8V2Y","0.00"
"B0009S6QV0","0.00"
"B0000VWYS0","0.00"
"B0002N7I7S","0.00"
"B00066KX46","0.00"
"B00005U0GD","0.00"
"B0001EQHGG","0.00"
"B0006O9MWW","0.00"
"B000050X3W","0.00"
"B00005QC21","0.00"
"B00005UDN7","0.00"
"B00006OA2V","0.00"
"B0009VK41K","0.00"
"B00006J9TY","0.00"
"B000BNDBS4","0.00"
"B0000CAWBD","0.00"
"B0000C6IW5","0.00"
"B0000CAWBE","0.00"
"B0001U0IWY","0.00"
"B000BZ8BX2","0.00"
"B0007X9T5M","0.00"
"B000A3VU5Q","0.00"
"B0006N20RC","0.00"
"B00062RBZE","0.00"
"B000BUNW8Q","0.00"
"B00003JA91","0.00"
"B00005UDFU","0.00"
"B000066I6V","0.00"
"B000066I6X","0.00"
"B000654U46","0.00"
"B0009MA9D2","0.00"
"B00004W0W3","0.00"
"B0006N20RC","0.00"
"B00008WDAI","0.00"
"B0001J0BA4","0.00"
"B00005NMYY","0.00"
"B000249FNC","0.00"
"B000BRBH90","0.00"
"B0000ULZQ8","0.00"
"B0000PCBFW","0.00"
"B0009ENGJ4","0.00"
"B00008S7KC","0.00"
"B000A7KJP4","0.00"
"B000ALVTJA","0.00"
"B000B6TQQ2","0.00"
"B000C5RRQI","0.00"
"B000C5RRQS","0.00"
"B00012BCW2","0.00"
"B0002TB60W","0.00"
"B0002VF5D4","0.00"
"B000A6UWKW","0.00"
"B000642JG8","0.00"
"B00006L9Z4","0.00"
"6304498977","0.00"
"6305610444","0.00"
"B00005QX8H","0.00"
"B0002VF5V6","0.00"
"B0007QS1YO","0.00"
"B000A2XCGM","0.00"
"B0002I8UCA","0.00"
"B00006ALCH","0.00"
"B0001KZNYW","0.00"
"B0007N4MRW","0.00"
"B00005JDG7","0.00"
"B0008ENMW6","0.00"
"B00005R5VJ","0.00"
"B00007ECLA","0.00"
"B000640PO6","0.00"
"B0000517F5","0.00"
"B00005UDFU","0.00"
"B000063DMI","0.00"
"B0002U9JIM","0.00"
"B000B6OJGY","0.00"
"B000051YI5","0.00"
"B000AOWD2O","0.00"
"B000059X1E","0.00"
"B000AS1JHA","0.00"
"B000BDIW9M","0.00"
"B0009AM69O","0.00"
"B000BBS5L4","0.00"
"B000064229","0.00"
"630463949X","0.00"
"B00005OM5L","0.00"
"B000068C4V","0.00"
"B0007ZIYWE","0.00"
"B000A7KM5Q","0.00"
"B0002LDMF2","0.00"
"B0002VF5B6","0.00"
"B00004W0W3","0.00"
"B0000A9ZUQ","0.00"
"B0002W36F2","0.00"
"B00008Y4JD","0.00"
"B000B9PW6M","0.00"
"B000BPK2MA","0.00"
"B000850GR4","0.00"
"B000AQBALW","0.00"
"B0007DDPWU","0.00"
"B00005N96K","0.00"
"B0007DDPWK","0.00"
"B000BW9HLK","0.00"
"B000BUEP6Y","0.00"
"B0000DKQWR","0.00"
"B000A6UWKW","0.00"
"B00005AWFB","0.00"
"B0000DGDMF","0.00"
"B000BFH3M2","0.00"
"B0006H2UI2","0.00"
"B000696Q2G","0.00"
"B00005UOC7","0.00"
"B000069CVK","0.00"
"B00005RT2S","0.00"
"B000BKSHQ8","0.00"
"B000BR4LJI","0.00"
"B000A6QY40","0.00"
"6305342784","0.00"
"630463949X","0.00"
"B000AQBAL2","0.00"
"B000B64VVM","0.00"
"B000BL99LO","0.00"
"B0006IGJ2Y","0.00"
"B0007KVDF4","0.00"
"B0009U55X8","0.00"
"B00004WGZG","0.00"
"B0000CAPU2","0.00"
"B000B3MJ4G","0.00"
"B00004WGZG","0.00"
"B00019RAG2","0.00"
"B000B7G042","0.00"
"B000AYQJ3I","0.00"
"B000B7G04C","0.00"
"B000BGIAY6","0.00"
"B000BJA91A","0.00"
"B000053ZL2","0.00"
"B0000D7ZE0","0.00"
"B00065VU58","0.00"
"B00064HR0Q","0.00"
"B0002TB2XI","0.00"
"B0009QYQ8W","0.00"
"B0009JDRO8","0.00"
"B000CFWGFK","0.00"
"B00007DWOT","0.00"
"B0000577C9","0.00"
"B00006IU5R","0.00"
"B0002LDMFM","0.00"
"B0009U55X8","0.00"
"B0000CAPU2","0.00"
"B00009QNXK","0.00"
"B0000CGCXP","0.00"
"B00019RAG2","0.00"
"B0002KP6DO","0.00"
"B0007VV7MW","0.00"
"B00012BCW2","0.00"
"B0007YP0WC","0.00"
"B000A9QL1I","0.00"
"B00094OBS4","0.00"
"B000B2XZ22","0.00"
"B000BITVP6","0.00"
"B0009OJ9A4","0.00"
"B00008WD7G","0.00"
"B0000DG7C0","0.00"
"B00023B1A8","0.00"
"B00068C7VQ","0.00"
"B00004T2DO","0.00"
"B0000009V2","0.00"
"B00002R2Q6","0.00"
"B00004WIUY","0.00"
"B000025HIR","0.00"
"B00001WRKM","0.00"
"B000024J28","0.00"
"B000ASAEQ2","0.00"
"B000002S7I","0.00"
"B000001WM9","0.00"
"B00004W9YQ","0.00"
"B000002J08","0.00"
"B000002IZI","0.00"
"B0000WKOT0","0.00"
"B00004UX2S","0.00"
"B0000284GO","0.00"
"B00006LWQU","0.00"
"B0002VESQO","0.00"
"B0002QXRTI","0.00"
"B000B0QSX2","0.00"
"B00006LI2Z","0.00"
"B00000212Q","0.00"
"B00000212S","0.00"
"B00000212T","0.00"
"B00000212U","0.00"
"B000000UWU","0.00"
"B0009W5JH8","0.00"
"B000025RGR","0.00"
"B0000DKKWT","0.00"
"B000024RYY","0.00"
"6302691060","0.00"
"B0000243CY","0.00"
"B0002739SG","0.00"
"B000026FU9","0.00"
"B0000247L8","0.00"
"B00006C2OI","0.00"
"B000AP2YT0","0.00"
"B0009F2GL2","0.00"
"B000024O0L","0.00"
"B000024MIR","0.00"
"B00004S7K2","0.00"
"B00008FN23","0.00"
"B00008FN24","0.00"
"B0002VKZJ8","0.00"
"B00006WL5N","0.00"
"B000002P2X","0.00"
"B00000583W","0.00"
"B00000EYC2","0.00"
"B000228E0E","0.00"
"B000026X2E","0.00"
"B00004S2EN","0.00"
"B0002N5VZY","0.00"
"B000026U36","0.00"
"B000023YHC","0.00"
"B0000241BU","0.00"
"B000023YHD","0.00"
"B000024L8N","0.00"
"B00000IAK2","0.00"
"B000024H2I","0.00"
"B000025ENW","0.00"
"B0002IVMM0","0.00"
"B0002IVMLQ","0.00"
"B000024U37","0.00"
"B000005A2S","0.00"
"B00001ZWGG","0.00"
"B0000SVWQS","0.00"
"B000024WD7","0.00"
"B000250UP8","0.00"
"B0000278UO","0.00"
"B000002K1I","0.00"
"B000002W2L","0.00"
"B000024KWC","0.00"
"B0000267X8","0.00"
"B0000267X8","0.00"
"B000024KWC","0.00"
"B000056SZ2","0.00"
"B000002WVI","0.00"
"B000025SCN","0.00"
"B0000282UZ","0.00"
"B0009WFEIW","0.00"
"B00008J2SU","0.00"
"B00005NWMT","0.00"
"B00000J97W","0.00"
"B000024BVQ","0.00"
"B000062TAJ","0.00"
"B0000525KI","0.00"
"B000050GI2","0.00"
"B000002OVL","0.00"
"B0000282XP","0.00"
"B0000282WF","0.00"
"B000024A23","0.00"
"B000028DBJ","0.00"
"B0000C8WYE","0.00"
"B0000282Z8","0.00"
"B000002SQ6","0.00"
"B000002LGG","0.00"
"B000024D3U","0.00"
"B000B837T2","0.00"
"B0000282Z0","0.00"
"B000003W8E","0.00"
"B0009F2H66","0.00"
"B00000I42T","0.00"
"B000025XJ0","0.00"
"B000024D5D","0.00"
"B00002MZ1W","0.00"
"B0000248CA","0.00"
"B000024L5C","0.00"
"B000024DX7","0.00"
"B000031W8G","0.00"
"B000024E48","0.00"
"B00002ZZ5H","0.00"
"B000001O29","0.00"
"B00002803S","0.00"
"B00025YHXO","0.00"
"B00001ZWL9","0.00"
"B0000017Z2","0.00"
"B00004R5Z2","0.00"
"B000001DEW","0.00"
"B0000258HT","0.00"
"B000026XJJ","0.00"
"B0007WD8BY","0.00"
"B000ALM1RE","0.00"
"B00012QCV8","0.00"
"B000059M79","0.00"
"B0000BZSXT","0.00"
"B00006HARW","0.00"
"B00004LCAV","0.00"
"B000051MWJ","0.00"
"B000025YKZ","0.00"
"B000024UK5","0.00"
"B00069JA2Y","0.00"
"B0002PZWQ0","0.00"
"B00030CH3K","0.00"
"B0007KTIN8","0.00"
"B0009FU17S","0.00"
"B000ANPX7C","0.00"
"B00000AWIP","0.00"
"B00064200S","0.00"
"B0002S2Z12","0.00"
"B000024CXH","0.00"
"B0007ZHWRM","0.00"
"3570128032","0.00"
"3570127753","0.00"
"3570127761","0.00"
"3570128040","0.00"
"3791504673","0.00"
"3551555559","0.00"
"3791504673","0.00"
"3423085592","0.00"
"3937825002","0.00"
"3937825045","0.00"
"3937825061","0.00"
"3937825177","0.00"
"3789106917","0.00"
"3789129402","0.00"
"3789141143","0.00"
"3789141305","0.00"
"3522133501","0.00"
"3772522513","0.00"
"3551553289","0.00"
"3522176502","0.00"
"3407785682","0.00"
"3468268432","0.00"
"3788602554","0.00"
"3788602414","0.00"
"3788602414","0.00"
"3788602465","0.00"
"352217710X","0.00"
"3522177088","0.00"
"3832003215","0.00"
"3809408247","0.00"
"3785550723","0.00"
"3499212358","0.00"
"3785554257","0.00"
"3404153200","0.00"
"3866151128","0.00"
"3866151101","0.00"
"3866151136","0.00"
"3866151152","0.00"
"3866151160","0.00"
"3866151470","0.00"
"B000000WW4","0.00"
"B000025JNV","0.00"
"B00004R9DC","0.00"
"B000099156","0.00"
"B000031WTO","0.00"
"B00030GMQ8","0.00"
"B00006C2OJ","0.00"
"B00004R7WK","0.00"
"B00000JQHW","0.00"
"B00008LDN8","0.00"
"B0000041YE","0.00"
"B0000A01J6","0.00"
"B00002646V","0.00"
"B00005NYAW","0.00"
"B000062V2L","0.00"
"B000024AZB","0.00"
"B000026B70","0.00"
"B000094HLE","0.00"
"B0002IRXZ0","0.00"
"B000003CY2","0.00"
"B000056TKI","0.00"
"B000099156","0.00"
"B0002JZ32E","0.00"
"B0002H24N2","0.00"
